,Title,Author,Main Genre,Sub Genre,Type,Price,Rating,Number_people_rated,URLs,Rating category
440,incomplete life autobiography,Vijaypat Singhania,Business & Economics,Industries,Hardcover,455.0,4.3,451.0,https://www.amazon.in/Incomplete-Life-Vijaypat-Singhania/dp/9389109833/ref=zg_bs_g_1318071031_d_sccl_11/000-0000000-0000000?psc=1,Good
441,becoming trader joe,Joe Coulombe,Business & Economics,Industries,Paperback,529.69,4.3,675.0,https://www.amazon.in/Becoming-Trader-Joe-Business-Still/dp/1400225434/ref=zg_bs_g_1318071031_d_sccl_12/000-0000000-0000000?psc=1,Good
442,everybody love good drought story india poorest district 20th anniversary edition paperback sainath p,Sainath P.,Business & Economics,Industries,Paperback,324.0,4.6,771.0,https://www.amazon.in/Everybody-Loves-Good-Drought-Sainath/dp/0140259848/ref=zg_bs_g_1318071031_d_sccl_13/000-0000000-0000000?psc=1,Good
443,phoenix project novel devops helping business win,Gene Kim,Business & Economics,Industries,Paperback,1589.64,4.6,19613.0,https://www.amazon.in/Phoenix-Project-Devops-Helping-Business/dp/1942788290/ref=zg_bs_g_1318071031_d_sccl_14/000-0000000-0000000?psc=1,Good
444,sach kahun toh autobiography,NEENA GUPTA,Business & Economics,Industries,Hardcover,361.0,4.4,1558.0,https://www.amazon.in/SACH-KAHUN-AUTOBIOGRAPHY-NEENA-GUPTA/dp/0670095273/ref=zg_bs_g_1318071031_d_sccl_15/000-0000000-0000000?psc=1,Good
445,body doctor life saving tip,Dr. Shiv K Sarin,Business & Economics,Industries,Kindle Edition,355.3,5.0,4.0,https://www.amazon.in/Own-Your-Body-Doctors-Life-saving-ebook/dp/B0CV9GS6ZK/ref=zg_bs_g_1318071031_d_sccl_16/000-0000000-0000000?psc=1,Good
446,google work reissue,Eric Schmidt,Business & Economics,Industries,Paperback,413.0,4.4,4023.0,https://www.amazon.in/Google-Works-Rosenberg-Jonathan-Schmidt/dp/1444792490/ref=zg_bs_g_1318071031_d_sccl_17/000-0000000-0000000?psc=1,Good
447,hotel adventure star,L. Aruna Dhir,Business & Economics,Industries,Kindle Edition,210.0,4.7,169.0,https://www.amazon.in/HOTEL-ADVENTURES-STARS-Aruna-Dhir-ebook/dp/B0BY3JVJ12/ref=zg_bs_g_1318071031_d_sccl_18/000-0000000-0000000?psc=1,Good
448,ceo want know company really work,Ram Charan,Business & Economics,Industries,Paperback,389.0,4.4,531.0,https://www.amazon.in/What-CEO-Wants-You-Know/dp/1847942180/ref=zg_bs_g_1318071031_d_sccl_19/000-0000000-0000000?psc=1,Good
449,isc 2 cissp certified information system security professional official study guide practice test bundle,Mike Chapple,Business & Economics,Industries,Paperback,5210.0,4.7,1208.0,https://www.amazon.in/Certified-Information-Security-Professional-Official/dp/1119790026/ref=zg_bs_g_1318071031_d_sccl_20/000-0000000-0000000?psc=1,Good
450,first shaped board book elephant die cut animal picture book child,Wonder House Books,Children's Books,Animals & Pets,Board book,89.0,4.5,611.0,https://www.amazon.in/My-First-Shaped-Board-book-Elephant-Die-Cut-Animals-Children/dp/9354404006/ref=zg_bs_g_67803455031_d_sccl_1/000-0000000-0000000?psc=1,Good
451,first shaped board book dog die cut animal picture book child,Wonder House Books,Children's Books,Animals & Pets,Board book,89.0,4.6,281.0,https://www.amazon.in/My-First-Shaped-Board-Book-Die-Cut-Animals-Picture-Children/dp/935440393X/ref=zg_bs_g_67803455031_d_sccl_2/000-0000000-0000000?psc=1,Good
452,hungry caterpillar board book eric carle,Eric Carle,Children's Books,Animals & Pets,Board book,262.0,4.7,88951.0,https://www.amazon.in/Very-Hungry-Caterpillar-Eric-Carle/dp/0241003008/ref=zg_bs_g_67803455031_d_sccl_3/000-0000000-0000000?psc=1,Good
453,seek find animal early learning board book tab,Wonder House Books,Children's Books,Animals & Pets,Board book,199.0,4.5,1541.0,https://www.amazon.in/Seek-Find-Animals-Early-Learning/dp/9389432359/ref=zg_bs_g_67803455031_d_sccl_4/000-0000000-0000000?psc=1,Good
454,touch feel playbook hungry caterpillar paperback eric carle,Carle Eric,Children's Books,Animals & Pets,Board book,324.0,4.5,2342.0,https://www.amazon.in/Touch-Feel-Playbook-Hungry-Caterpillar/dp/024195956X/ref=zg_bs_g_67803455031_d_sccl_5/000-0000000-0000000?psc=1,Good
455,first animal sticker book exciting sticker book 100 sticker,Wonder House Books,Children's Books,Animals & Pets,Paperback,155.0,4.4,1963.0,https://www.amazon.in/My-First-Animal-Sticker-Book/dp/9388144945/ref=zg_bs_g_67803455031_d_sccl_6/000-0000000-0000000?psc=1,Good
456,hello world solar system,Jill McDonald,Children's Books,Animals & Pets,Board book,275.0,4.6,9808.0,https://www.amazon.in/HELLO-WORLD-SOLAR-SYSTEM-MCDONALD/dp/0553521039/ref=zg_bs_g_67803455031_d_sccl_7/000-0000000-0000000?psc=1,Good
457,koala could board book,Rachel Bright,Children's Books,Animals & Pets,Board book,268.0,4.7,6586.0,https://www.amazon.in/KOALA-WHO-COULD-BOARD-BOOK/dp/140835148X/ref=zg_bs_g_67803455031_d_sccl_8/000-0000000-0000000?psc=1,Good
458,first shaped board book monkey die cut animal picture book child,Wonder House Books,Children's Books,Animals & Pets,Board book,99.0,4.5,334.0,https://www.amazon.in/My-First-Shaped-Board-book-Die-Cut-Animals-Picture-Children/dp/9354404022/ref=zg_bs_g_67803455031_d_sccl_9/000-0000000-0000000?psc=1,Good
459,first shaped board book illustrated lion animal picture book kid age 2 board book first shaped board book,Wonder House Books,Children's Books,Animals & Pets,Board book,89.0,4.5,106.0,https://www.amazon.in/First-Shaped-Board-Book-Illustrated/dp/9354404634/ref=zg_bs_g_67803455031_d_sccl_10/000-0000000-0000000?psc=1,Good
460,koala could,Rachel Bright,Children's Books,Animals & Pets,Paperback,289.0,4.7,6586.0,https://www.amazon.in/Koala-Who-Could-Rachel-Bright/dp/1408331640/ref=zg_bs_g_67803455031_d_sccl_11/000-0000000-0000000?psc=1,Good
462,always happy series yuki unicorn fun story making thing beautifully illustrated picture book child,Wonder House Books,Children's Books,Animals & Pets,Paperback,137.0,4.4,111.0,https://www.amazon.in/Always-Happy-Beautifully-Illustrated-Children/dp/9354405258/ref=zg_bs_g_67803455031_d_sccl_13/000-0000000-0000000?psc=1,Good
463,rabbit listened,Cori Doerrfeld,Children's Books,Animals & Pets,Hardcover,389.0,4.9,4309.0,https://www.amazon.in/Rabbit-Listened-Cori-Doerrfeld/dp/073522935X/ref=zg_bs_g_67803455031_d_sccl_14/000-0000000-0000000?psc=1,Good
464,last bear winner blue peter award dazzling debut time,Hannah Gold,Children's Books,Animals & Pets,Paperback,275.0,4.7,1900.0,https://www.amazon.in/Last-Bear-stunning-childrens-battle/dp/000841131X/ref=zg_bs_g_67803455031_d_sccl_15/000-0000000-0000000?psc=1,Good
465,animal fun reusable sticker book child,Wonder House Books,Children's Books,Animals & Pets,Paperback,199.0,4.1,71.0,https://www.amazon.in/Animal-Reusable-Sticker-Book-Children/dp/935440538X/ref=zg_bs_g_67803455031_d_sccl_16/000-0000000-0000000?psc=1,Good
467,farm illustrated book farm animal,Farzana Sarup,Children's Books,Animals & Pets,Paperback,89.0,4.4,1066.0,https://www.amazon.in/Farm-Illustrated-Book-Animals-Lets/dp/9389053129/ref=zg_bs_g_67803455031_d_sccl_18/000-0000000-0000000?psc=1,Good
468,gopi diary boxset set 3 book,Sudha Murty,Children's Books,Animals & Pets,Hardcover,744.0,4.7,160.0,https://www.amazon.in/Gopi-Diaries-Boxset-set-books/dp/9356295522/ref=zg_bs_g_67803455031_d_sccl_19/000-0000000-0000000?psc=1,Good
469,first shaped board book panda die cut animal picture book child,Wonder House Books,Children's Books,Animals & Pets,Board book,89.0,4.5,97.0,https://www.amazon.in/My-First-Shaped-Board-book-Die-Cut-Animals-Picture-Children/dp/9354404014/ref=zg_bs_g_67803455031_d_sccl_20/000-0000000-0000000?psc=1,Good
470,bamboo got bounty,Sudha Murty,Children's Books,Animals & Pets,Hardcover,137.0,4.6,14.0,https://www.amazon.in/How-Bamboo-Got-Its-Bounty/dp/0143458191/ref=zg_bs_g_67803455031_d_sccl_21/000-0000000-0000000?psc=1,Good
471,peppa pig bedtime little library board book peppa pig,Peppa Pig,Children's Books,Animals & Pets,Board book,194.0,4.4,5922.0,https://www.amazon.in/Peppa-Pig-Bedtime-Little-Library/dp/0241294053/ref=zg_bs_g_67803455031_d_sccl_22/000-0000000-0000000?psc=1,Good
472,giraffe dance cased board book,Guy Parker-Rees,Children's Books,Animals & Pets,Board book,259.0,4.6,2278.0,https://www.amazon.in/GIRAFFES-CANT-DANCE-CASED-BOARD/dp/1408354403/ref=zg_bs_g_67803455031_d_sccl_23/000-0000000-0000000?psc=1,Good
473,first pop fairy tale three little pig pop book child,Wonder House Books,Children's Books,Animals & Pets,Hardcover,137.0,4.3,368.0,https://www.amazon.in/My-First-Pop-Up-Fairy-Tales/dp/9354400124/ref=zg_bs_g_67803455031_d_sccl_24/000-0000000-0000000?psc=1,Good
474,pick paint coloring activity book kid unicorn,Wonder House Books,Children's Books,Animals & Pets,Paperback,89.0,3.9,124.0,https://www.amazon.in/Pick-Paint-Coloring-Activity-Book/dp/9354403662/ref=zg_bs_g_67803455031_d_sccl_25/000-0000000-0000000?psc=1,Good
475,colouring book animal creative crayon series crayon copy colour book,Wonder House Books,Children's Books,Animals & Pets,Paperback,56.0,4.3,911.0,https://www.amazon.in/Creative-Crayons-Animals-Crayon-Colour/dp/9387779718/ref=zg_bs_g_67803455031_d_sccl_26/000-0000000-0000000?psc=1,Good
476,peppa pig 1000 first word sticker book,LADYBIRD,Children's Books,Animals & Pets,Paperback,259.0,4.6,3678.0,https://www.amazon.in/Peppa-Pig-First-Words-Sticker/dp/0241294649/ref=zg_bs_g_67803455031_d_sccl_27/000-0000000-0000000?psc=1,Good
477,baby touch animal tab book,LADYBIRD,Children's Books,Animals & Pets,Board book,292.0,4.6,2599.0,https://www.amazon.in/Baby-Touch-Animals-Tab-Book/dp/0241379148/ref=zg_bs_g_67803455031_d_sccl_28/000-0000000-0000000?psc=1,Good
478,lion inside toddler,Rachel Bright,Children's Books,Animals & Pets,Paperback,715.0,4.7,7718.0,https://www.amazon.in/Lion-Inside-Toddler-Rachel-Bright/dp/1408331608/ref=zg_bs_g_67803455031_d_sccl_29/000-0000000-0000000?psc=1,Good
479,goodnight moon,Margaret Wise Brown,Children's Books,Animals & Pets,Board book,270.0,4.4,45510.0,https://www.amazon.in/Goodnight-Moon-Margaret-Wise-Brown/dp/1509831975/ref=zg_bs_g_67803455031_d_sccl_30/000-0000000-0000000?psc=1,Good
481,geronimo stilton kingdom fantasy,GERONIMO STILTON,Children's Books,Animals & Pets,Paperback,380.0,4.6,3955.0,https://www.amazon.in/GERONIMO-STILTON-KINGDOM-FANTASY/dp/0545980259/ref=zg_bs_g_67803455031_d_sccl_2/000-0000000-0000000?psc=1,Good
482,first shaped board book illustrated cat animal picture book kid age 2 board book first shaped board book,Wonder House Books,Children's Books,Animals & Pets,Board book,89.0,4.7,94.0,https://www.amazon.in/First-Shaped-Board-Book-Illustrated/dp/9354404499/ref=zg_bs_g_67803455031_d_sccl_3/000-0000000-0000000?psc=1,Good
483,encyclopedia encyclopedia space,Om Books Editorial Team,Children's Books,Animals & Pets,Paperback,230.0,4.5,562.0,https://www.amazon.in/Encyclopedia-Space-What-Why-When/dp/9353766389/ref=zg_bs_g_67803455031_d_sccl_4/000-0000000-0000000?psc=1,Good
484,llama llama red pajama,Anna Dewdney,Children's Books,Animals & Pets,Board book,344.0,4.8,11992.0,https://www.amazon.in/Llama-Red-Pajama-Anna-Dewdney/dp/0451474570/ref=zg_bs_g_67803455031_d_sccl_5/000-0000000-0000000?psc=1,Good
485,dinosaur wow child encyclopedia augmented reality age 6 free ar app 150 interesting fact picture book wow encyclopedia augmented reality age 6 paperback dreamland publication,Dreamland Publications,Children's Books,Animals & Pets,Paperback,244.0,4.6,1795.0,https://www.amazon.in/Dinosaurs-Wow-Encyclopedia-Augmented-Reality/dp/9388371763/ref=zg_bs_g_67803455031_d_sccl_6/000-0000000-0000000?psc=1,Good
487,monkey puzzle,Julia Donaldson,Children's Books,Animals & Pets,Board book,284.0,4.7,9365.0,https://www.amazon.in/Monkey-Puzzle-Julia-Donaldson/dp/1509830413/ref=zg_bs_g_67803455031_d_sccl_8/000-0000000-0000000?psc=1,Good
488,first shaped board book illustrated parrot bird picture book kid age 2 board book animal picture book first shaped board book,Wonder House Books,Children's Books,Animals & Pets,Board book,89.0,4.5,57.0,https://www.amazon.in/First-Shaped-Board-Book-Illustrated/dp/9354404561/ref=zg_bs_g_67803455031_d_sccl_9/000-0000000-0000000?psc=1,Good
489,incredible history indian ocean,SANJEEV SANYAL,Children's Books,Animals & Pets,Paperback,162.0,4.5,386.0,https://www.amazon.in/INCREDIBLE-HISTORY-INDIAN-OCEAN/dp/0143446010/ref=zg_bs_g_67803455031_d_sccl_10/000-0000000-0000000?psc=1,Good
490,tiger came tea bestselling classic child book beloved judith kerr,Judith Kerr,Children's Books,Animals & Pets,Board book,220.0,4.6,14536.0,https://www.amazon.in/Tiger-Who-Came-Tea/dp/0008280584/ref=zg_bs_g_67803455031_d_sccl_11/000-0000000-0000000?psc=1,Good
491,fantastic mr fox,Roald Dahl,Children's Books,Animals & Pets,Paperback,227.0,4.6,9878.0,https://www.amazon.in/Fantastic-Mr-Fox-Roald-Dahl/dp/0241558352/ref=zg_bs_g_67803455031_d_sccl_12/000-0000000-0000000?psc=1,Good
492,board book frog prince fairy tale cutout board book,Om Books Editorial Team,Children's Books,Animals & Pets,Board book,121.0,4.4,452.0,https://www.amazon.in/Frog-Prince-Cutout-Board-Book/dp/9352760050/ref=zg_bs_g_67803455031_d_sccl_13/000-0000000-0000000?psc=1,Good
493,jungle book campbell first story campbell first story 5,Miriam Bos,Children's Books,Animals & Pets,Board book,318.0,4.5,2545.0,https://www.amazon.in/Jungle-Book-First-Stories/dp/1509808361/ref=zg_bs_g_67803455031_d_sccl_14/000-0000000-0000000?psc=1,Good
494,first shaped board book tiger die cut animal picture book child,Wonder House Books,Children's Books,Animals & Pets,Board book,89.0,4.7,94.0,https://www.amazon.in/My-First-Shaped-Board-book-Die-Cut-Animals-Picture-Children/dp/9354404081/ref=zg_bs_g_67803455031_d_sccl_15/000-0000000-0000000?psc=1,Good
495,gruffalo gruffalo 1,Julia Donaldson,Children's Books,Animals & Pets,Board book,296.0,4.8,15531.0,https://www.amazon.in/Gruffalo-Julia-Donaldson/dp/1509830391/ref=zg_bs_g_67803455031_d_sccl_16/000-0000000-0000000?psc=1,Good
496,spot original lift flap,Eric Hill,Children's Books,Animals & Pets,Paperback,259.0,4.7,33564.0,https://www.amazon.in/Wheres-Spot-Original-Lift-Flap/dp/0723263663/ref=zg_bs_g_67803455031_d_sccl_17/000-0000000-0000000?psc=1,Good
497,golden key geronimo stilton kingdom fantasy 15,Geronimo Stilton,Children's Books,Animals & Pets,Hardcover,399.0,4.4,185.0,https://www.amazon.in/Golden-Geronimo-Stilton-Kingdom-Fantasy/dp/1338848003/ref=zg_bs_g_67803455031_d_sccl_18/000-0000000-0000000?psc=1,Good
498,gopi diary growing,Sudha Murty,Children's Books,Animals & Pets,Hardcover,259.0,4.7,341.0,https://www.amazon.in/GOPI-DIARIES-GROWING-UP/dp/9356295506/ref=zg_bs_g_67803455031_d_sccl_19/000-0000000-0000000?psc=1,Good
499,zoom zoom baby,Karen Katz,Children's Books,Animals & Pets,Board book,231.0,4.6,1966.0,https://www.amazon.in/Zoom-Baby-Karen-Lift-Flap/dp/1442493143/ref=zg_bs_g_67803455031_d_sccl_20/000-0000000-0000000?psc=1,Good
500,1800 reward sticker ideal teacher parent sticker book 1800 sticker boost morale kid,Wonder House Books,Children's Books,"Cars, Trains & Things That Go",Paperback,159.0,4.5,1873.0,https://www.amazon.in/1800-Reward-Stickers-Teachers-Parents/dp/9388810740/ref=zg_bs_g_67803460031_d_sccl_1/000-0000000-0000000?psc=1,Good
501,colouring book fruit creative crayon series crayon copy colour book,Wonder House Books,Children's Books,"Cars, Trains & Things That Go",Paperback,58.0,4.3,1030.0,https://www.amazon.in/Creative-Crayons-Fruits-Crayon-Colour/dp/9387779734/ref=zg_bs_g_67803460031_d_sccl_2/000-0000000-0000000?psc=1,Good
502,first shape colour sticker book exciting sticker book 100 sticker,Wonder House Books,Children's Books,"Cars, Trains & Things That Go",Paperback,155.0,4.5,1734.0,https://www.amazon.in/First-Shapes-Colours-Sticker-Book/dp/938814497X/ref=zg_bs_g_67803460031_d_sccl_3/000-0000000-0000000?psc=1,Good
503,flower coloring book adult,Wonder House Books,Children's Books,"Cars, Trains & Things That Go",Paperback,99.0,4.4,129.0,https://www.amazon.in/Flowers-Coloring-adults-Wonder-House/dp/9354404545/ref=zg_bs_g_67803460031_d_sccl_4/000-0000000-0000000?psc=1,Good
504,100 word reusable sticker book child,Wonder House Books,Children's Books,"Cars, Trains & Things That Go",Paperback,199.0,4.1,135.0,https://www.amazon.in/Words-Reusable-Sticker-Book-Children/dp/9354405363/ref=zg_bs_g_67803460031_d_sccl_5/000-0000000-0000000?psc=1,Good
505,animal fun reusable sticker book child,Wonder House Books,Children's Books,"Cars, Trains & Things That Go",Paperback,199.0,4.1,71.0,https://www.amazon.in/Animal-Reusable-Sticker-Book-Children/dp/935440538X/ref=zg_bs_g_67803460031_d_sccl_6/000-0000000-0000000?psc=1,Good
506,little artist series animal copy colour book,Wonder House Books,Children's Books,"Cars, Trains & Things That Go",Paperback,59.0,4.2,522.0,https://www.amazon.in/Little-Artist-Animals-Colour-Books/dp/9387779866/ref=zg_bs_g_67803460031_d_sccl_7/000-0000000-0000000?psc=1,Good
507,colouring book transport car train airplane creative crayon series crayon copy colour book,Wonder House Books,Children's Books,"Cars, Trains & Things That Go",Paperback,55.0,4.3,718.0,https://www.amazon.in/Creative-Crayons-Transport-Crayon-Colour/dp/9387779769/ref=zg_bs_g_67803460031_d_sccl_8/000-0000000-0000000?psc=1,Good
508,first shaped board book child transport car,Wonder House Books,Children's Books,"Cars, Trains & Things That Go",Board book,89.0,4.5,43.0,https://www.amazon.in/First-Shaped-Board-Books-Children/dp/9354405487/ref=zg_bs_g_67803460031_d_sccl_9/000-0000000-0000000?psc=1,Good
509,first travel sticker book,Wonder House Books,Children's Books,"Cars, Trains & Things That Go",Paperback,139.0,4.4,536.0,https://www.amazon.in/My-First-Travel-Sticker-Book/dp/9388144953/ref=zg_bs_g_67803460031_d_sccl_10/000-0000000-0000000?psc=1,Good
510,seek find vehicle early learning board book tab,Wonder House Books,Children's Books,"Cars, Trains & Things That Go",Board book,194.0,4.5,804.0,https://www.amazon.in/Seek-Find-Vehicles-Early-Learning/dp/9389432367/ref=zg_bs_g_67803460031_d_sccl_11/000-0000000-0000000?psc=1,Good
511,little artist series dinosaur copy colour book,Wonder House Books,Children's Books,"Cars, Trains & Things That Go",Paperback,66.0,4.4,140.0,https://www.amazon.in/Little-Artist-Dinosaurs-Colour-Books/dp/9387779963/ref=zg_bs_g_67803460031_d_sccl_12/000-0000000-0000000?psc=1,Good
512,baby touch vehicle tab book board book ladybird,LADYBIRD,Children's Books,"Cars, Trains & Things That Go",Board book,292.0,4.5,1356.0,https://www.amazon.in/Baby-Touch-Vehicles-Tab-Book/dp/0241379091/ref=zg_bs_g_67803460031_d_sccl_13/000-0000000-0000000?psc=1,Good
513,stay magical unicorn copy coloring book fun activity book child,Wonder House Books,Children's Books,"Cars, Trains & Things That Go",Paperback,89.0,4.1,249.0,https://www.amazon.in/Stay-Magical-Unicorn-Copy-Coloring/dp/9390183561/ref=zg_bs_g_67803460031_d_sccl_14/000-0000000-0000000?psc=1,Good
